URL,TIPO DE ENTIDAD,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES,URL DE ACCESO
https://datos.gob.es/catalogo/a13002908-temperatura-por-observatorios-media-anual,dataset,https://datos.comunidad.madrid/catalogo/dataset/101008,[es]Temperatura por observatorios: Media anual,[es]Sin información adicional,Sector público,[es]Climatología//Condiciones ambientales//Temperatura por observatorios  Media anual//Territorio y climatología,2025-09-11T13:28:47+0200,2025-11-28T08:07:05+0100,,http://publications.europa.eu/resource/authority/language/SPA,Comunidad de Madrid,https://creativecommons.org/licenses/by/4.0/legalcode.es,,,,,,[TITLE_es]Temperatura por observatorios: Media anual.csv[ACCESS_URL]https://datos.comunidad.madrid/dataset/c1011658-dc45-40fe-810f-6f79e879e143/resource/c65ca5df-7e12-41c7-99cf-d1ce8d30725d/download/temperatura-por-observatorios-media-anual.csv[MEDIA_TYPE]CSV[BYTE_SIZE]22748//[TITLE_es]Temperatura por observatorios: Media anual.json[ACCESS_URL]https://datos.comunidad.madrid/dataset/c1011658-dc45-40fe-810f-6f79e879e143/resource/57642d4f-f1c4-41f0-a039-d83a2d4e2626/download/temperatura-por-observatorios-media-anual.json[MEDIA_TYPE]JSON[BYTE_SIZE]51074,
